experiment,method,seed,mean_utility,cew,ruin_prob,surplus_ratio,adaptation_lag,wealth_terminal,theta_std,sharpe,max_drawdown,regime_detection_acc,turnover,theta_stability,mean_welfare,avg_cost,avg_cost_no_theta,fill_rate,ending_backlog,avg_inventory,avg_order,service_breach_count
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290524,0.011321645555167577,0.011385977937786063,,,0.5,1.0100517184225588,,1.4437477733274415,0.0,0.6001790364583334,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290525,0.011315201573634602,0.011379460606220304,,,0.5,1.0100459957098735,,1.4429298144728104,0.0,0.5869140625,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290526,0.0113182999470939,0.011382594242352884,,,0.5,1.0100487489362708,,1.443323345428838,0.0,0.6148274739583333,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290527,0.01131726935085825,0.011381551915795596,,,0.5,1.010047832117151,,1.4431922989610748,0.0,0.5914713541666666,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290528,0.011314958226796146,0.011379214490256029,,,0.5,1.0100457794976305,,1.4428989239262044,0.0,0.5924479166666666,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290529,0.01131914893665408,0.011383452895981305,,,0.5,1.0100495019194362,,1.4434310036220117,0.0,0.6065266927083334,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290530,0.011317501892046791,0.011381787103691199,,,0.5,1.0100480392141071,,1.4432219086653573,0.0,0.611572265625,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290531,0.011326544913385889,0.011390933092127575,,,0.5,1.0100560690729028,,1.4443696331909974,0.0,0.604736328125,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290532,0.011322420882493455,0.011386762093275715,,,0.5,1.0100524071911412,,1.44384622799376,0.0,0.6050618489583334,,,,,,,,,,
exp2_hidden_regime,nbo_fixed_pref_recurrent,20290533,0.011322245538605953,0.01138658475280474,,,0.5,1.0100522527607227,,1.4438241206475344,0.0,0.61376953125,,,,,,,,,,
